pore_widths_nm,pore_distribution,pore_volume_cumulative_cm^3g^-1,kernel_loading,limits,ds_m^2g^-1
0.3,0.0,0.0,0.0014289153323739188,0.0,0.0
0.3267401285583104,10.531734882676332,0.2816199447048075,0.0034099188970269693,95.0,861.9080427843722
0.343939393939394,0.7836112263896078,0.29509748214307874,0.008027796484512947,,39.185791670744564
0.36090909090909085,0.0,0.29509748214307874,0.01788974528082306,,0.0
0.3778787878787878,0.0,0.29509748214307874,0.03738946303776157,,0.0
0.3948484848484849,0.0,0.29509748214307874,0.070774025341113,,0.0
0.41181818181818186,0.0,0.29509748214307874,0.12498205401286501,,0.0
0.42878787878787883,0.0,0.29509748214307874,0.21292770381291498,,0.0
0.44575757575757574,0.0,0.29509748214307874,0.3472567365721351,,0.0
0.46272727272727276,0.0,0.29509748214307874,0.5505024170490526,,0.0
0.4796969696969697,0.0,0.29509748214307874,0.8680421196659246,,0.0
0.4966666666666667,0.0,0.29509748214307874,1.3849289941674512,,0.0
0.5136363636363637,0.0,0.29509748214307874,2.2155533479303893,,0.0
0.5306060606060606,0.0,0.29509748214307874,3.440092644336304,,0.0
0.5475757575757576,0.0,0.29509748214307874,4.926949574688981,,0.0
0.5645454545454546,0.0,0.29509748214307874,6.317316173975248,,0.0
0.5815151515151515,0.0,0.29509748214307874,7.430089257596394,,0.0
0.5984848484848485,0.0,0.29509748214307874,8.254261914581962,,0.0
0.6154545454545455,2.769741551733445e-09,0.2950974821900804,8.854082089607807,,7.6369052227653e-08
0.6324242424242424,4.6358280487828516e-08,0.2950974829767664,9.262412272304134,,1.2439213131831709e-06
0.6493939393939394,1.1542973220123952e-07,0.295097484935574,9.631124640215567,,3.016362552484203e-06
0.6663636363636365,1.8585509607524844e-07,0.2950974880894786,9.917889649210695,,4.733008323600846e-06
0.6833333333333335,2.481210808715862e-07,0.29509749230001814,10.16734538338236,,6.1617651631446884e-06
0.7003030303030303,3.0087115285803465e-07,0.29509749740571045,10.380317636943479,,7.29069001910393e-06
0.7172727272727273,3.435104772746148e-07,0.29509750323497913,10.56215213149928,,8.126990553557223e-06
0.7342424242424241,3.7623285302839403e-07,0.2950975096195366,10.723705644018715,,8.695435299025038e-06
0.7512121212121212,4.0012865931422617e-07,0.29509751640959875,10.867114387330519,,9.038807990368559e-06
0.7681818181818182,4.1659756304734206e-07,0.29509752347913315,10.996918538581246,,9.202944192377538e-06
0.7851515151515153,4.2724406164614836e-07,0.2950975307293354,11.114554870792917,,9.234144151757764e-06
0.8021212121212121,4.3371122920684444e-07,0.2950975380892836,11.224207690460162,,9.175605930514928e-06
0.819090909090909,4.3713544866169617e-07,0.2950975455073397,11.32537564217649,,9.05645030543705e-06
0.8360606060606061,4.383814736590509e-07,0.29509755294654044,11.421808036855113,,8.89792043959909e-06
0.853030303030303,4.3793381534220075e-07,0.2950975603781446,11.51216441100601,,8.712004883046428e-06
0.87,4.362540370920337e-07,0.2950975677812434,11.598089570665646,,8.50930896626582e-06
0.886969696969697,4.334047985322878e-07,0.2950975751359915,11.678637420195074,,8.291994769895449e-06
0.903939393939394,4.293729520110279e-07,0.29509758242232037,11.775502139751055,,8.06063871366003e-06
0.9209090909090909,4.2440599594339756e-07,0.2950975896243615,11.84916848168613,,7.82057773262849e-06
0.937878787878788,4.1865301837954413e-07,0.29509759672877633,11.919301254122223,,7.574981891072177e-06
0.9548484848484848,4.122956022268998e-07,0.29509760372530774,11.987521048072006,,7.327373421864525e-06
0.9718181818181818,4.055956461677076e-07,0.29509761060814294,12.053350186364678,,7.0824309726363406e-06
0.9887878787878788,3.9878085814370085e-07,0.29509761737533324,12.117969313929065,,6.8439252273368234e-06
1.0057575757575759,3.9199943781921267e-07,0.29509762402744494,12.176371651713593,,6.614030910784155e-06
1.0227272727272727,3.8533309319751095e-07,0.29509763056643074,12.236976921111902,,6.393675001782463e-06
1.0396969696969696,3.788283255628478e-07,0.2950976369950326,12.2977336044716,,6.183149571867893e-06
1.0566666666666669,3.725434627674777e-07,0.2950976433169823,12.355079421869178,,5.982917683885483e-06
1.0736363636363637,3.664848022701427e-07,0.29509764953611833,12.41160661420375,,5.792590722638172e-06
1.0906060606060608,3.60512186147121e-07,0.2950976556539009,12.4666039125114,,5.609525546670731e-06
1.1075757575757577,3.5475679374169174e-07,0.2950976616740162,12.51959351915441,,5.4353982145063395e-06
1.1245454545454547,3.493152115408046e-07,0.29509766760178946,12.57087272474879,,5.2712616002140404e-06
1.1415151515151516,3.440648502995431e-07,0.2950976734404657,12.6230496700743,,5.114847802888446e-06
1.1584848484848482,3.390169623567339e-07,0.29509767919348084,12.672916629913036,,4.965982185585997e-06
1.1754545454545455,3.341814500905791e-07,0.29509768486443877,12.721640078648338,,4.824480833736871e-06
1.1924242424242426,3.2946333423818917e-07,0.29509769045533174,12.770828999804968,,4.688677713765428e-06
1.2093939393939392,3.248708299819311e-07,0.2950976959682913,12.81745030226199,,4.558448123272119e-06
1.2263636363636365,3.2042123063747495e-07,0.2950977014057425,12.864717728378544,,4.433800098339946e-06
1.2433333333333334,3.161022029216671e-07,0.2950977067699011,12.911618653034598,,4.314336689512334e-06
1.2603030303030303,3.119048770781605e-07,0.29509771206283236,12.956522731536934,,4.199729059348111e-06
1.2772727272727276,3.078363188194934e-07,0.2950977172867214,13.00162209777762,,4.089877543000427e-06
1.2942424242424242,3.0387620765969615e-07,0.29509772244340854,13.045763849143105,,3.9843286205636515e-06
1.3112121212121213,3.0001407260762496e-07,0.29509772753455643,13.089125649010418,,3.882779765221503e-06
1.3281818181818186,2.9625057729169305e-07,0.29509773256183897,13.1324138376471,,3.7850860973165598e-06
1.3451515151515152,2.9258590236100127e-07,0.2950977375269331,13.17561531324425,,3.6911039817473364e-06
1.3621212121212123,2.8901743670351957e-07,0.2950977424314714,13.21668841527439,,3.600662178500915e-06
1.379090909090909,2.855430536999059e-07,0.2950977472770505,13.257966631551241,,3.5136038332838182e-06
1.3960606060606058,2.821446118141454e-07,0.2950977520649591,13.433241957277918,,3.4295850400972327e-06
1.413030303030303,2.7883455883001365e-07,0.29509775679669703,13.650483499829,,3.348645769138307e-06
1.43,2.75611595609134e-07,0.2950977614737423,13.819636238552766,,3.2706610147476507e-06
1.446969696969697,2.724585217954675e-07,0.29509776609728083,13.99287273002764,,3.195325072598614e-06
1.4639393939393939,2.693674101867954e-07,0.2950977706683642,14.14271042048323,,3.122453951370412e-06
1.480909090909091,2.663477012374301e-07,0.29509777518820396,14.282667543280649,,3.052071060926066e-06
1.4978787878787878,2.633912875594419e-07,0.2950977796578743,14.418408262548294,,2.984000035400118e-06
1.5148484848484847,2.6050385801731516e-07,0.29509778407854587,14.553762812275277,,2.9182268690615173e-06
1.531818181818182,2.5767595816741735e-07,0.2950977884512288,14.671788831118027,,2.854570463949281e-06
1.5487878787878788,2.5490980746314405e-07,0.295097792776971,14.785301576883636,,2.7929855780267313e-06
1.565757575757576,2.5220554454190446e-07,0.29509779705682265,14.907273047855284,,2.7334063114360963e-06
1.5827272727272728,2.4956189375496735e-07,0.29509780129181234,15.0036445706371,,2.675754544222216e-06
1.5996969696969696,2.4698273399108775e-07,0.2950978054830345,15.11507528149768,,2.6200100559762246e-06
1.6166666666666667,2.4444333653958944e-07,0.29509780963116383,15.212608570155338,,2.5658532000125504e-06
1.6336363636363638,2.4195200333928067e-07,0.295097813737016,15.303834064756149,,2.5133207423991946e-06
1.6506060606060606,2.395181144826599e-07,0.2950978178015658,15.389175844977022,,2.462459035406556e-06
1.6675757575757575,2.3714840817278172e-07,0.29509782182590244,15.477323248238312,,2.41328564739767e-06
1.6845454545454546,2.3481664887510732e-07,0.2950978258106698,15.553456026479209,,2.365485204727753e-06
1.7015151515151514,2.3249320981642502e-07,0.2950978297560091,15.637515224032335,,2.318721246471487e-06
1.7184848484848485,2.3350899700827238e-07,0.29509783371858606,15.712625618166964,,2.305855030808761e-06
1.7354545454545456,2.564254028558386e-07,0.2950978380700474,15.785257787697926,,2.5073899914619465e-06
1.7524242424242424,2.8981303726104706e-07,0.29509784298808683,15.853707230107148,,2.8064205579299603e-06
1.7693939393939395,3.258088915831028e-07,0.29509784851696497,15.920478494863723,,3.1247298919721817e-06
1.7863636363636366,3.6148955015066964e-07,0.2950978546513331,15.984942586037478,,3.4339974234275235e-06
1.8033333333333335,3.945612874768228e-07,0.29509786134691857,16.047510655869704,,3.7128939787138485e-06
1.8203030303030303,4.2369550556278295e-07,0.2950978685369029,16.107243305260177,,3.949883184526162e-06
1.8372727272727274,5.426108766621414e-07,0.295097877744845,16.16597745781992,,5.01174485111081e-06
1.8542424242424245,1.4633768938522525e-06,0.29509790257790747,16.221321222004157,,1.339256513336859e-05
1.8712121212121213,2.9900901985237376e-06,0.29509795331883204,16.275068930360835,,2.7116607464184883e-05
1.8881818181818182,4.9882088880990605e-06,0.2950980379672253,16.325436288735602,,4.483063676611673e-05
1.9051515151515153,7.967541965185854e-06,0.295098173173998,16.367991313458717,,7.096903928479462e-05
1.9221212121212121,1.551547334991714e-05,0.2950984364668791,16.404197316433834,,0.00013698037327106787
1.939090909090909,3.1840880383684127e-05,0.29509897679697045,,,0.00027865124260202477
1.9560606060606065,3.745198848230688e-05,0.2950996123458659,,,0.00032491268086813234
1.9732598714416894,0.6916793871575535,0.30699598968421343,,,6.02879403291969
2.0,30.12873306725833,1.1126421852017263,,,402.8230977587565
